#;;x;;;;;;;;;;;;x
#;;x;;;;;;;;;;;;x
#;;PROVINCE MODIFIERS;;;;;;;;;;;;x
#;;x;;;;;;;;;;;;x
redevance_banale;Feudal Tenure;Redevance Banale;;;;;;;;;;;;x
#pisci1_desc;The many lakes and rivers in the area are well-suited for the potential cultivation and harvesting of freshwater fish.;Les nombreux étangs et rivières de la région se prêtent très bien à l'élevage de poissons d'eau douce. Probablement une idée à creuser.;;;;;;;;;;;;x
#pisci2_poisson;Aquaculture: Freshwater Fish;Région Piscicole;;;;;;;;;;;;x
#pisci2_poisson_desc;Whether in the wild or in small ponds, fish farming feeds the region's and supplies the larders of the local nobles with a delicious supplement to their luxurious feasts.;Que ce soit en milieu naturel ou dans les étangs artificiels qui se multiplient, l'activité piscicole nourrit les populations et approvisionnent les tables nobles de la région en produit frais.;;;;;;;;;;;;x
peche_pisci3_fumaison;Aquaculture: Smoked Fish;FUMAISONS;;;;;;;;;;;;x
peche_pisci3_fumaison_desc;The best way to store and transport such an abundance of fish continues to be smoking them, which has become a specialty of this province.;Le meilleur moyen de conserver et transporter une telle abondance de poisson reste encore le traitement par fumaison, qui est par ailleurs devenue une spécialité de cette province.;;;;;;;;;;;;x
peaux2_fourrure;Trade: Furs;FOURRURES;;;;;;;;;;;;x
peaux2_fourrure_desc;Pelts and furs arriving by the trade routes running through the region assure comfortable revenue margins and delight those who want to show their wealth for all to see!;Peaux et fourrures arrivées par les routes commerciales assurent des marges de reventes confortables et réjouissent tous les ceux qui veulent exposer leur richesse aux yeux de tous !;;;;;;;;;;;;x
joyaux2_bijoux;Trade: Jewelry;JOYAUX;;;;;;;;;;;;x
joyaux2_bijoux_desc;Jewelry, precious stones and jewels are not for everyone, but the vanity of wealthy burghers and nobles are more than enough to fill the coffers of dusty merchants.;Bijoux, pierres précieuses et joyaux ne sont pas à la portée de tous, néanmoins ils trouvent acheteurs et remplissent les caisses des marchands poussiéreux.;;;;;;;;;;;;x
epices2_epices;Trade: Spices;EPICES;;;;;;;;;;;;x
epices2_epices_desc;The spice must flow !;Les épices, l'or des marchands qui arpentent le monde à leur recherche. Très rares et très chères, elles ont fait la fortune de certains d'entres eux.;;;;;;;;;;;;x

foret_poor;Diminished Forests;Forêt Amoindrie;;;;;;;;;;;;x
foret_poor_desc;The forests have suffered from over-exploitation and reduced the quantity and quality of the resources extracted.;Les forêts ici ont souffert d'une surexploitation ce qui amoindrie leur surface et leur rendement.;;;;;;;;;;;;x
recolte_bonne;Bountiful Harvests;Bonne Récolte;;;;;;;;;;;;x
recolte_bonne_desc;The harvests have been excellent and the granaries are overflowing with crops for the coming winter. The surpluses have been distributed to be sold in the local markets, resulting in happier peasants and increased revenues.;;;;;;;;;;;;x
recolte_mauvaise;Poor Harvest;Mauvaise Récolte;;;;;;;;;;;;x
recolte_mauvaise_desc;The harvests have been poor this year and there is doubt that the people will be able to survive the coming winter. Popular unrest and decreased taxes may very well be in sight.;;;;;;;;;;;;x
peche_bonne;Bountiful Fishing;Pêche abondante;;;;;;;;;;;;x
peche_bonne_desc;The fishing is very good this year and food should not be in short supply this winter. Well-fed fishermen are happy fishermen and less averse to pay taxes.;Cette Année la pêche a été supérieur des pêcheurs bien nourris sont des pêcheurs contents et qui rechignent moins à payer leurs taxes.;;;;;;;;;;;;x
peche_mauvaise;Poor Fishing;Pêche médiocre;;;;;;;;;;;;x
peche_mauvaise_desc;It has been a very bad fishing season and the coming winter does not bode well. Decreased revenues and risk of revolt are on the menu in place of the fish...;La très mauvaise saison de pêche n'augure rien de bon, revenus en berne et risques de révoltes sont au menu à défaut de poisson...;;;;;;;;;;;;x
mine_stop;Stopped mines;Mines arrêtées;;;;;;;;;;;;x
mine_stop_desc;The province mines were stopped because there is no more ore.\nThe mining industry gives no more money the local economy is affected.;Les mines de la provinces ont été arrêtées faute de minerai.\nL'industrie minière ne rapporte plus et l'économie locale est touchée.;;;;;;;;;;;;x
mine_productivite_moins;Low Mining Productivity;Activité minière ralentie;;;;;;;;;;;;x
mine_productivite_moins_desc;Recent troubles have lowered mining productivity;Des problèmes récents ont causé le ralentissement de l'activité de la mine. \n  La diminution du stock potentiel de minerai restant est plus lente.;;;;;;;;;;;;x
mine_productivite_plus;High mining productivity;Productivité minière plus élevée;;;;;;;;;;;;x
mine_productivite_plus_desc; ;La productivité de la mine est améliorée grâce à une meilleure organisation ou de nouvelles méthodes.\n Le stock potentiel de minerai restant diminue plus rapidement.;;;;;;;;;;;;x
#mine_accident;Mining Accident;Accident minier;;;;;;;;;;;;x
#mine_accident_desc;A collapse of one of the major shafts have resulted in the deaths of some miners.;Certains ouvriers sont morts récemment dans la mine;;;;;;;;;;;;x
#mine_filon;Recently discovered lode;Filon de minerai;;;;;;;;;;;;x
#mine_filon_desc;A new lode has recently been discovered by our surveyors! Productivity will temporarily increase as workers flock to the new mines.;Un nouveau filon de minerai a été récemment découvert. La productivité s'en trouve améliorée temporairement.;;;;;;;;;;;;x
industrie_prospere;Economic Prosperity;Industrie prospère;;;;;;;;;;;;x
industrie_prospere_desc;The continued peace has allowed commerce and industry to prosper.;La paix permet à l'industrie de prospérer.;;;;;;;;;;;;x
meteo_inondation;Floods;Inondations;;;;;;;;;;;;x
meteo_inondation_desc;Recent torrential rains provocated floodings int he province. \nThis could affect negatively the §Yeconomic developpement§!.;Les récentes pluies torrentielles ont provoqué des inondations dans la province. \nCela risque d'affecter négativement le §Ydéveloppement économique§!.;;;;;;;;;;;;x
meteo_inondation_tooltip;The province is affected by floods and will take some time to recover.;Les inondations dans la province ralentissent l'économie. \nLe temps de remettre la province sur pieds est variable.;;;;;;;;;;;;x
meteo_secheresse;Drought;Sécheresse;;;;;;;;;;;;x
meteo_secheresse_desc;The soil is very dry this year and the water levels are low. \nOne could expect bad crops this year that will affect negatively the §Yeconomic developpement§!.;Les sols sont secs, le niveau des rivières plus bas qu'à l'habitude en cette période. \nCela pourrait compromettre le rendement des récoltes de l'année et pénaliser le §Ydéveloppement économique§!.;;;;;;;;;;;;x
meteo_secheresse_tooltip;The province is affected by drought, hopefully not for too long.;La province souffre de sécheresse, en espérant que cela dure pas trop longtemps.;;;;;;;;;;;;x
redaction_dun_cadastre;Provincial Survey;Cadastre provincial;;;;;;;;;;;;x
redaction_dun_cadastre_desc;In light of the clear obsolescence of the current land registry, the local lord has commissioned a new survey of the lands owned and rents due in this province. This will allow for greater control over the imposition and collection of taxes.;Le souverain local a fait rédigé un cadastre de la province. Ce qui permet un meilleur suivi de l'imposition. Malheureusement il est difficile de tenir un tel registre à jour sur la durée sans volonté du pouvoir en place.;;;;;;;;;;;;x
CHRONICLE_CADASTRE;In this most fortuitous year, [Root.GetTitledFirstName] commissioned the compilation of a new land registry. After months of careful account, a full and complete survey of incomes and rents was completed in [From.Location.GetName].;En cette glorieuse année, [Root.GetTitledFirstName] a fait rédigé un grand registre cadastral de la province de [From.Location.GetName]. Ceci a permis d'améliorer significativement les rentrées fiscales pendant les années qui ont suivi.;;;;;;;;;;;;x

pont_fluvial;Bridge;Pont;;;;;;;;;;;;x
pont_fluvial_desc;The bridge over this crucial river crossing serves both to facilitate commerce as well as generate revenues through the collection of tolls.;Le pont qui enjambe cet important cours d'eau est un passage obligé pour de nombreux marchands qui peut être mis à profit pour générer des revenus confortables par une politique de prélèvement de droits de péages.;;;;;;;;;;;;x

province_cotiere;Sea access;Accès à la mer;;;;;;;;;;;;x
province_cotiere_desc;This province benefits from being beside the sea or a large inland body of water lake favoring trade and fishing.;Cette province bénéficie d'une situation en bord de mer ou d'un grand lac propice au commerce et à la pêche.;;;;;;;;;;;;x
route_fluviale;River Trade Route;Voie commerciale fluviale;;;;;;;;;;;;x
route_fluviale_desc;Trade passes along this major river.;Le transit commercial se fait ici par voie fluviale.;;;;;;;;;;;;x
route_terrestre;Continental Trade Route;Route de commerce;;;;;;;;;;;;x
route_terrestre_desc;The trade route that passes through the province is frequented by many merchant caravans.;La route traversant la province est fréquentée par les marchands de passage.;;;;;;;;;;;;x
province_terrestre;Landlocked Province;Province continentale;;;;;;;;;;;;x
province_terrestre_desc;This province is practically landlocked and does not benefit from access to any bodies of water.;Cette province ne bénéficie pas d'un accès à la mer.;;;;;;;;;;;;x
province_fleuve;River Province;Cours d'eau;;;;;;;;;;;;x
province_fleuve_desc;A river large enough to transport merchandise and facilitate trade flows here, and is also an obstacle to movement over land. Constructing a bridge would greatly benefit this situation.;La province est traversée par un ou plusieurs cours d'eau permettant le transport de marchandises mais rendant également difficile le passage d'une rive à l'autre, évidemment, aménager des chemins de halage ou construire un pont serait profitable.;;;;;;;;;;;;x
future_route;Trade Potential;Potentiel commercial;;;;;;;;;;;;x
future_route_desc;Were the local lord to invest in the requisite infrastructure, the thriving markets here would likely encourage the development of a major trade route through this province.;Des marchands ont trouvé un intérêt à passer par la province. Malheureusement l'infrastructure routière laisse à désirer.;;;;;;;;;;;;x

noeud_commercial_annexe;Minor Center of Trade;Nœud commercial secondaire;;;;;;;;;;;;x
noeud_commercial_annexe_desc;A less commonly frequented center of trade.\nThe influx of trade in this province benefits the cities.;Ce nœud commercial d'importance moindre fait le lien entre plusieurs routes commerciales.\nCela profite principalement aux cités.;;;;;;;;;;;;x
noeud_commercial_primaire;Major Center of Trade;Nœud commercial;;;;;;;;;;;;x
noeud_commercial_primaire_desc;This province is the center from which many major trade routes begin and end.\nThis can be extended by investing in land or river routes. \nDeveloped centers of trade give acesss to luxury goods.;L'une des cités de cette province est le point de départ d'un réseau commercial local plus ou moins étendu et influant.\nCe réseau peut être étendu en favorisant le développement de routes terrestres ou fluviales connectées à ce centre de commerce.\nLorsque ce centre de commerce devient suffisamment important, l'on peut y trouver des biens rares venus de loin.;;;;;;;;;;;;x
prosperity_modifier_2;Major Center of Trade;Nœud commercial;;;;;;;;;;;;x
desc_prosperity_modifier_2;This province is the center from which many major trade routes begin and end.\nThis can be extended by investing in land or river routes. \nDeveloped centers of trade give acesss to luxury goods.;L'une des cités de cette province est le point de départ d'un réseau commercial local plus ou moins étendu et influant.\nCe réseau peut être étendu en favorisant le développement de routes terrestres ou fluviales connectées à ce centre de commerce.\nLorsque ce centre de commerce devient suffisamment important, l'on peut y trouver des biens rares venus de loin.;;;;;;;;;;;;x

paix_de_dieu;Peace of God;Paix de Dieu;;;;;;;;;;;;x

route_size1;Trade Zone I;Zone commerciale I;;;;;;;;;;;;x
route_size1_desc;This indicates the level of the influence of this trade centre over the neighboring region.;Cet indicateur mesure l'étendue de l'influence régionale de ce centre de commerce.;;;;;;;;;;;;x
route_size2;Trade Zone II;Zone commerciale II;;;;;;;;;;;;x
route_size2_desc;This indicates the level of the influence of this trade centre over the neighboring region.;Cet indicateur mesure l'étendue de l'influence régionale de ce centre de commerce.;;;;;;;;;;;;x
route_size3;Trade Zone III;Zone commerciale III;;;;;;;;;;;;x
route_size3_desc;This indicates the level of the influence of this trade centre over the neighboring region.;Cet indicateur mesure l'étendue de l'influence régionale de ce centre de commerce.;;;;;;;;;;;;x
route_size4;Trade Zone IV;Zone commerciale IV;;;;;;;;;;;;x
route_size4_desc;This indicates the level of the influence of this trade centre over the neighboring region.;Cet indicateur mesure l'étendue de l'influence régionale de ce centre de commerce.;;;;;;;;;;;;x
route_size5;Trade Zone V;Zone commerciale V;;;;;;;;;;;;x
route_size5_desc;This indicates the level of the influence of this trade centre over the neighboring region.;Cet indicateur mesure l'étendue de l'influence régionale de ce centre de commerce.;;;;;;;;;;;;x

trad_chretienne;Christian Tradition;Tradition chrétienne;;;;;;;;;;;;x
trad_musulmane;Muslim Tradition;Tradition musulmane;;;;;;;;;;;;x
trad_autre;Other Religious Traditions;Autres traditions religieuses;;;;;;;;;;;;x
minorite_chretienne;Christian Minority;Minorité chrétienne;;;;;;;;;;;;x
minorite_chretienne_desc;Christian communities are present in this province. They have either traditionally settled here or have been attracted to these lands by the gracious tolerance allowed them by the sovereign.;Des communautés chrétiennes vivent dans cette province. Elles peuvent avoir traditionnellement vécu ici depuis longtemps ou ont été attirées par la tolérance religieuse dont fait preuve le suzerain.;;;;;;;;;;;;x
minorite_musulmane;Muslim Minority;Minorité musulmane;;;;;;;;;;;;x
minorite_musulmane_desc;Muslim communities are present in this province. They have either traditionally settled here or have been attracted to these lands by the gracious tolerance allowed them by the sovereign.;Des communautés musulmanes vivent dans cette province. Elles peuvent avoir traditionnellement vécu ici depuis longtemps ou ont été attirées par la tolérance religieuse dont fait preuve le suzerain.;;;;;;;;;;;;x

feodal_prod_L1;FEUDAL MANOR;BOURG SEIGNEURIAL;;;;;;;;;;;;x
feodal_prod_L1_desc;Designating this holding as a §YFeudal Manor§! allows the holder to focus solely on production of raw goods to be used by the local lord or sold in the markets.\nThe manorial system places the peasants of the land as serfs bound to serve and pay tributes to a local lord in exchange for protection.;Le bourg seigneurial est le type de domaine le plus répandu. Il est le siège d'un château plus ou moins important et constitue donc un relais de votre autorité. C'est un domaine à dominante rurale tout ce qu'il a de plus commun. \n\nLe développement économique et démogropahique du domaine augmente chaque année, sauf si : \n -le domaine est occupé, le cas échéant le domaine stagne.\n -le domaine est assiégé, le cas échéant le domaine stagne. \n -En cas d'épidémie, le dévelopement va régresser le temps que durera l'épidémie. \n -Lors d'un pillage de barbares, le niveau de développement va régresser fortement. ;;;;;;;;;;;;x
feodal_prod_L2;FEUDAL MANOR;BOURG SEIGNEURIAL;;;;;;;;;;;;x
feodal_prod_L2_desc;Designating this holding as a §YFeudal Manor§! allows the holder to focus solely on production of raw goods to be used by the local lord or sold in the markets.\nThe manorial system places the peasants of the land as serfs bound to serve and pay tributes to a local lord in exchange for protection.;Le bourg seigneurial est le type de domaine le plus répandu. Il est le siège d'un château plus ou moins important et constitue donc un relais de votre autorité. C'est un domaine à dominante rurale tout ce qu'il a de plus commun. \n\nLe développement économique et démogropahique du domaine augmente chaque année, sauf si : \n -le domaine est occupé, le cas échéant le domaine stagne.\n -le domaine est assiégé, le cas échéant le domaine stagne. \n -En cas d'épidémie, le dévelopement va régresser le temps que durera l'épidémie. \n -Lors d'un pillage de barbares, le niveau de développement va régresser fortement. ;;;;;;;;;;;;x
feodal_prod_L3;FEUDAL MANOR;BOURG SEIGNEURIAL;;;;;;;;;;;;x
feodal_prod_L3_desc;Designating this holding as a §YFeudal Manor§! allows the holder to focus solely on production of raw goods to be used by the local lord or sold in the markets.\nThe manorial system places the peasants of the land as serfs bound to serve and pay tributes to a local lord in exchange for protection.;Le bourg seigneurial est le type de domaine le plus répandu. Il est le siège d'un château plus ou moins important et constitue donc un relais de votre autorité. C'est un domaine à dominante rurale tout ce qu'il a de plus commun. \n\nLe développement économique et démogropahique du domaine augmente chaque année, sauf si : \n -le domaine est occupé, le cas échéant le domaine stagne.\n -le domaine est assiégé, le cas échéant le domaine stagne. \n -En cas d'épidémie, le dévelopement va régresser le temps que durera l'épidémie. \n -Lors d'un pillage de barbares, le niveau de développement va régresser fortement. ;;;;;;;;;;;;x
feodal_prod_L4;FEUDAL MANOR;BOURG SEIGNEURIAL;;;;;;;;;;;;x
feodal_prod_L4_desc;Designating this holding as a §YFeudal Manor§! allows the holder to focus solely on production of raw goods to be used by the local lord or sold in the markets.\nThe manorial system places the peasants of the land as serfs bound to serve and pay tributes to a local lord in exchange for protection.;Le bourg seigneurial est le type de domaine le plus répandu. Il est le siège d'un château plus ou moins important et constitue donc un relais de votre autorité. C'est un domaine à dominante rurale tout ce qu'il a de plus commun. \n\nLe développement économique et démogropahique du domaine augmente chaque année, sauf si : \n -le domaine est occupé, le cas échéant le domaine stagne.\n -le domaine est assiégé, le cas échéant le domaine stagne. \n -En cas d'épidémie, le dévelopement va régresser le temps que durera l'épidémie. \n -Lors d'un pillage de barbares, le niveau de développement va régresser fortement. ;;;;;;;;;;;;x
feodal_prod_L5;FEUDAL MANOR;BOURG SEIGNEURIAL;;;;;;;;;;;;x
feodal_prod_L5_desc;Designating this holding as a §YFeudal Manor§! allows the holder to focus solely on production of raw goods to be used by the local lord or sold in the markets.\nThe manorial system places the peasants of the land as serfs bound to serve and pay tributes to a local lord in exchange for protection.;Le bourg seigneurial est le type de domaine le plus répandu. Il est le siège d'un château plus ou moins important et constitue donc un relais de votre autorité. C'est un domaine à dominante rurale tout ce qu'il a de plus commun. \n\nLe développement économique et démogropahique du domaine augmente chaque année, sauf si : \n -le domaine est occupé, le cas échéant le domaine stagne.\n -le domaine est assiégé, le cas échéant le domaine stagne. \n -En cas d'épidémie, le dévelopement va régresser le temps que durera l'épidémie. \n -Lors d'un pillage de barbares, le niveau de développement va régresser fortement. ;;;;;;;;;;;;x
feodal_mil_L1;FORTRESS;FORTERESSE;;;;;;;;;;;;x
feodal_mil_L1_desc;Designating this holding as a §YCitadel§! allows the holder to develop it from a military outpost to a veritable fortress, capable of supporting and protecting large numbers of highly-trained troops behind its impregnable walls.;Choisir cette voie mènera à développer ce domaine d'un simple poste frontière à un véritable fort, fournissant troupes en nombre et offrant une efficace protection derrière ses murs. \n\nLe développement économique et démogropahique du domaine augmente chaque année, sauf si : \n -le domaine est occupé, le cas échéant le domaine stagne.\n -le domaine est assiégé, le cas échéant le domaine stagne. \n -En cas d'épidémie, le dévelopement va régresser le temps que durera l'épidémie. \n -Lors d'un pillage de barbares, le niveau de développement va régresser fortement. ;;;;;;;;;;x
feodal_mil_L2;FORTRESS;FORTERESSE;;;;;;;;;;;;x
feodal_mil_L2_desc;Designating this holding as a §YCitadel§! allows the holder to develop it from a military outpost to a veritable fortress, capable of supporting and protecting large numbers of highly-trained troops behind its impregnable walls.;Choisir cette voie mènera à développer ce domaine d'un simple poste frontière à un véritable fort, fournissant troupes en nombre et offrant une efficace protection derrière ses murs. \n\nLe développement économique et démogropahique du domaine augmente chaque année, sauf si : \n -le domaine est occupé, le cas échéant le domaine stagne.\n -le domaine est assiégé, le cas échéant le domaine stagne. \n -En cas d'épidémie, le dévelopement va régresser le temps que durera l'épidémie. \n -Lors d'un pillage de barbares, le niveau de développement va régresser fortement. ;;;;;;;;;;x
feodal_mil_L3;FORTRESS;FORTERESSE;;;;;;;;;;;;x
feodal_mil_L3_desc;Designating this holding as a §YCitadel§! allows the holder to develop it from a military outpost to a veritable fortress, capable of supporting and protecting large numbers of highly-trained troops behind its impregnable walls.;Choisir cette voie mènera à développer ce domaine d'un simple poste frontière à un véritable fort, fournissant troupes en nombre et offrant une efficace protection derrière ses murs. \n\nLe développement économique et démogropahique du domaine augmente chaque année, sauf si : \n -le domaine est occupé, le cas échéant le domaine stagne.\n -le domaine est assiégé, le cas échéant le domaine stagne. \n -En cas d'épidémie, le dévelopement va régresser le temps que durera l'épidémie. \n -Lors d'un pillage de barbares, le niveau de développement va régresser fortement. ;;;;;;;;;;x
feodal_mil_L4;FORTRESS;FORTERESSE;;;;;;;;;;;;x
feodal_mil_L4_desc;Designating this holding as a §YCitadel§! allows the holder to develop it from a military outpost to a veritable fortress, capable of supporting and protecting large numbers of highly-trained troops behind its impregnable walls.;Choisir cette voie mènera à développer ce domaine d'un simple poste frontière à un véritable fort, fournissant troupes en nombre et offrant une efficace protection derrière ses murs. \n\nLe développement économique et démogropahique du domaine augmente chaque année, sauf si : \n -le domaine est occupé, le cas échéant le domaine stagne.\n -le domaine est assiégé, le cas échéant le domaine stagne. \n -En cas d'épidémie, le dévelopement va régresser le temps que durera l'épidémie. \n -Lors d'un pillage de barbares, le niveau de développement va régresser fortement. ;;;;;;;;;;x
feodal_mil_L5;FORTRESS;FORTERESSE;;;;;;;;;;;;x
feodal_mil_L5_desc;Designating this holding as a §YCitadel§! allows the holder to develop it from a military outpost to a veritable fortress, capable of supporting and protecting large numbers of highly-trained troops behind its impregnable walls.;Choisir cette voie mènera à développer ce domaine d'un simple poste frontière à un véritable fort, fournissant troupes en nombre et offrant une efficace protection derrière ses murs. \n\nLe développement économique et démogropahique du domaine augmente chaque année, sauf si : \n -le domaine est occupé, le cas échéant le domaine stagne.\n -le domaine est assiégé, le cas échéant le domaine stagne. \n -En cas d'épidémie, le dévelopement va régresser le temps que durera l'épidémie. \n -Lors d'un pillage de barbares, le niveau de développement va régresser fortement. ;;;;;;;;;;x
feodal_adm_L1;FEODAL CITY;CITÉ SEIGNEURIALE;;;;;;;;;;;;x
feodal_adm_L1_desc;Designating this holding as an §YAdministrative Center§! allows the holder to further develop the capacity of this province to serve as the regional capital. As such, it can support a large population and garrison behind thick, defensible walls to protect those living inside.;Cette cité abrite un centre de politique important et convient tout à fait pour y installer votre résidence et votre capitale. Elle abrite une population non négligeable, protégée derrière d'épais murs et défendue par une puissante garnison. C'est là aussi que se concentre votre pouvoir administratif... quand vous en avez un ! \n\nLe développement économique et démogropahique du domaine augmente chaque année, sauf si : \n -le domaine est occupé, le cas échéant le domaine stagne.\n -le domaine est assiégé, le cas échéant le domaine stagne. \n -En cas d'épidémie, le dévelopement va régresser le temps que durera l'épidémie. \n -Lors d'un pillage de barbares, le niveau de développement va régresser fortement. ;;;;;;;;;;x;;
feodal_adm_L2;FEODAL CITY;CITÉ SEIGNEURIALE;;;;;;;;;;;;x
feodal_adm_L2_desc;Designating this holding as an §YAdministrative Center§! allows the holder to further develop the capacity of this province to serve as the regional capital. As such, it can support a large population and garrison behind thick, defensible walls to protect those living inside.;Cette cité abrite un centre de politique important et convient tout à fait pour y installer votre résidence et votre capitale. Elle abrite une population non négligeable, protégée derrière d'épais murs et défendue par une puissante garnison. C'est là aussi que se concentre votre pouvoir administratif... quand vous en avez un !;;;;;;;;;;x;;
feodal_adm_L3;FEODAL CITY;CITÉ SEIGNEURIALE;;;;;;;;;;;;x
feodal_adm_L3_desc;Designating this holding as an §YAdministrative Center§! allows the holder to further develop the capacity of this province to serve as the regional capital. As such, it can support a large population and garrison behind thick, defensible walls to protect those living inside.;Cette cité abrite un centre de politique important et convient tout à fait pour y installer votre résidence et votre capitale. Elle abrite une population non négligeable, protégée derrière d'épais murs et défendue par une puissante garnison. C'est là aussi que se concentre votre pouvoir administratif... quand vous en avez un !;;;;;;;;;;x;;
feodal_adm_L4;FEODAL CITY;CITÉ SEIGNEURIALE;;;;;;;;;;;;x
feodal_adm_L4_desc;Designating this holding as an §YAdministrative Center§! allows the holder to further develop the capacity of this province to serve as the regional capital. As such, it can support a large population and garrison behind thick, defensible walls to protect those living inside.;Cette cité abrite un centre de politique important et convient tout à fait pour y installer votre résidence et votre capitale. Elle abrite une population non négligeable, protégée derrière d'épais murs et défendue par une puissante garnison. C'est là aussi que se concentre votre pouvoir administratif... quand vous en avez un !;;;;;;;;;;x;;
feodal_adm_L5;FEODAL CITY;CITÉ SEIGNEURIALE;;;;;;;;;;;;x
feodal_adm_L5_desc;Designating this holding as an §YAdministrative Center§! allows the holder to further develop the capacity of this province to serve as the regional capital. As such, it can support a large population and garrison behind thick, defensible walls to protect those living inside.;Cette cité abrite un centre de politique important et convient tout à fait pour y installer votre résidence et votre capitale. Elle abrite une population non négligeable, protégée derrière d'épais murs et défendue par une puissante garnison. C'est là aussi que se concentre votre pouvoir administratif... quand vous en avez un !;;;;;;;;;;x;;
monastere_L1;MONASTERY;MONASTÈRE;;;;;;;;;;;;x
monastere_L1_desc;Specializing this holding as a §YMonastic Town§! allows the holder to facilitate the growth of a thriving monastic community. These humble, isolated institutions act as repositories of knowledge as well as tend to the people's illnesses and disease. Some orders are also actively involved in land reclamation and small-scale industry.;"Travail et Prière" : tel est le crédo de la vie monastique. Souvent isolés, les institutions monastiques sont les conservatoires du savoir et source d'éducation. Vous pouvez compter sur ces communautés pour leurs rôles dans le défrichement de terres nouvelles et également soigner les maux de tous. \n\nLe développement économique et démogropahique du domaine augmente chaque année, sauf si : \n -le domaine est occupé, le cas échéant le domaine stagne.\n -le domaine est assiégé, le cas échéant le domaine stagne. \n -En cas d'épidémie, le dévelopement va régresser le temps que durera l'épidémie. \n -Lors d'un pillage de barbares, le niveau de développement va régresser fortement. ;;;;;;;;;;x
monastere_L2;MONASTERY;MONASTÈRE;;;;;;;;;;;;x
monastere_L2_desc;Specializing this holding as a §YMonastic Town§! allows the holder to facilitate the growth of a thriving monastic community. These humble, isolated institutions act as repositories of knowledge as well as tend to the people's illnesses and disease. Some orders are also actively involved in land reclamation and small-scale industry.;"Travail et Prière" : tel est le crédo de la vie monastique. Souvent isolés, les institutions monastiques sont les conservatoires du savoir et source d'éducation. Vous pouvez compter sur ces communautés pour leurs rôles dans le défrichement de terres nouvelles et également soigner les maux de tous.;;;;;;;;;;x
monastere_L3;MONASTERY;MONASTÈRE;;;;;;;;;;;;x
monastere_L3_desc;Specializing this holding as a §YMonastic Town§! allows the holder to facilitate the growth of a thriving monastic community. These humble, isolated institutions act as repositories of knowledge as well as tend to the people's illnesses and disease. Some orders are also actively involved in land reclamation and small-scale industry.;"Travail et Prière" : tel est le crédo de la vie monastique. Souvent isolés, les institutions monastiques sont les conservatoires du savoir et source d'éducation. Vous pouvez compter sur ces communautés pour leurs rôles dans le défrichement de terres nouvelles et également soigner les maux de tous.;;;;;;;;;;x
monastere_L4;MONASTERY;MONASTÈRE;;;;;;;;;;;;x
monastere_L4_desc;Specializing this holding as a §YMonastic Town§! allows the holder to facilitate the growth of a thriving monastic community. These humble, isolated institutions act as repositories of knowledge as well as tend to the people's illnesses and disease. Some orders are also actively involved in land reclamation and small-scale industry.;"Travail et Prière" : tel est le crédo de la vie monastique. Souvent isolés, les institutions monastiques sont les conservatoires du savoir et source d'éducation. Vous pouvez compter sur ces communautés pour leurs rôles dans le défrichement de terres nouvelles et également soigner les maux de tous.;;;;;;;;;;x
monastere_L5;MONASTERY;MONASTÈRE;;;;;;;;;;;;x
monastere_L5_desc;Specializing this holding as a §YMonastic Town§! allows the holder to facilitate the growth of a thriving monastic community. These humble, isolated institutions act as repositories of knowledge as well as tend to the people's illnesses and disease. Some orders are also actively involved in land reclamation and small-scale industry.;"Travail et Prière" : tel est le crédo de la vie monastique. Souvent isolés, les institutions monastiques sont les conservatoires du savoir et source d'éducation. Vous pouvez compter sur ces communautés pour leurs rôles dans le défrichement de terres nouvelles et également soigner les maux de tous.;;;;;;;;;;x
episcopale_L1;EPISCOPAL SEE;CITÉ ÉPISCOPALE ;;;;;;;;;;;;x
episcopale_L1_desc;Specializing this holding as an §YEpiscopal See§! allows the settlement to develop into a bastion of the faith. The influence of the local clergy headed by the bishop has facilitated the growth of a thriving town centered around the local church.;L'influence de l'évêque a érigé ce centre épiscopal en une fière cité pouvant tout à fait rivaliser en puissance et richesse avec la plupart des villes et châteaux de la région. \n\nLe développement économique et démogropahique du domaine augmente chaque année, sauf si : \n -le domaine est occupé, le cas échéant le domaine stagne.\n -le domaine est assiégé, le cas échéant le domaine stagne. \n -En cas d'épidémie, le dévelopement va régresser le temps que durera l'épidémie. \n -Lors d'un pillage de barbares, le niveau de développement va régresser fortement. ;;;;;;;;;;;;x
episcopale_L2;EPISCOPAL SEE;CITÉ ÉPISCOPALE ;;;;;;;;;;;;x
episcopale_L2_desc;Specializing this holding as an §YEpiscopal See§! allows the settlement to develop into a bastion of the faith. The influence of the local clergy headed by the bishop has facilitated the growth of a thriving town centered around the local church.;L'influence de l'évêque a érigé ce centre épiscopal en une fière cité pouvant tout à fait rivaliser en puissance et richesse avec la plupart des villes et châteaux de la région.;;;;;;;;;;;;x
episcopale_L3;EPISCOPAL SEE;CITÉ ÉPISCOPALE ;;;;;;;;;;;;x
episcopale_L3_desc;Specializing this holding as an §YEpiscopal See§! allows the settlement to develop into a bastion of the faith. The influence of the local clergy headed by the bishop has facilitated the growth of a thriving town centered around the local church.;L'influence de l'évêque a érigé ce centre épiscopal en une fière cité pouvant tout à fait rivaliser en puissance et richesse avec la plupart des villes et châteaux de la région.;;;;;;;;;;;;x
